OASIS Ids,period 1,period 2,period 3,period 4,period 5,period 6,period 7,period 8,period 9,period 10,period 11,period 12
cotswold2-227627,MEDIEVAL,POST MEDIEVAL,,,,,,,,,,
cotswold2-227630,MEDIEVAL,ROMAN,,,,,,,,,,
cotswold2-227682,ROMAN,,,,,,,,,,,
cotswold2-227688,UNCERTAIN,,,,,,,,,,,
cotswold2-227695,no period,,,,,,,,,,,
cotswold2-227705,POST MEDIEVAL,,,,,,,,,,,
cotswold2-227716,no period,,,,,,,,,,,
cotswold2-227766,no period,,,,,,,,,,,
cotswold2-227776,ROMAN,,,,,,,,,,,
cotswold2-227779,no period,,,,,,,,,,,
cotswold2-227785,POST MEDIEVAL,,,,,,,,,,,
cotswold2-227789,LATE NEOLITHIC,POST MEDIEVAL,UNCERTAIN,,,,,,,,,
cotswold2-227799,POST MEDIEVAL,,,,,,,,,,,
cotswold2-227805,MEDIEVAL,POST MEDIEVAL,,,,,,,,,,
cotswold2-227818,no period,,,,,,,,,,,
cotswold2-228012,POST MEDIEVAL,,,,,,,,,,,
cotswold2-228090,POST MEDIEVAL,,,,,,,,,,,
cotswold2-228103,no period,,,,,,,,,,,
cotswold2-228111,POST MEDIEVAL,,,,,,,,,,,
cotswold2-228121,no period,,,,,,,,,,,
cotswold2-228136,MIDDLE IRON AGE,ROMAN,,,,,,,,,,
cotswold2-228323,no period,,,,,,,,,,,
cotswold2-228351,no period,,,,,,,,,,,
cotswold2-228374,no period,,,,,,,,,,,
cotswold2-228383,LATER PREHISTORIC,,,,,,,,,,,
cotswold2-228489,20TH CENTURY,POST MEDIEVAL,UNCERTAIN,,,,,,,,,
cotswold2-228505,UNCERTAIN,,,,,,,,,,,
cotswold2-228510,no period,,,,,,,,,,,
cotswold2-228586,EARLY NEOLITHIC,,,,,,,,,,,
cotswold2-228591,LATER PREHISTORIC,,,,,,,,,,,
cotswold2-228596,LATER PREHISTORIC,UNCERTAIN,,,,,,,,,,
cotswold2-228602,no period,,,,,,,,,,,
cotswold2-228612,no period,,,,,,,,,,,
cotswold2-228635,no period,,,,,,,,,,,
cotswold2-228660,BRONZE AGE,,,,,,,,,,,
cotswold2-228667,no period,,,,,,,,,,,
cotswold2-228859,UNCERTAIN,,,,,,,,,,,
cotswold2-228863,UNCERTAIN,,,,,,,,,,,
cotswold2-228887,POST MEDIEVAL,,,,,,,,,,,
cotswold2-228933,no period,,,,,,,,,,,
cotswold2-228949,no period,,,,,,,,,,,
cotswold2-229636,no period,,,,,,,,,,,
cotswold2-229638,no period,,,,,,,,,,,
cotswold2-229660,ROMAN,,,,,,,,,,,
cotswold2-229662,no period,,,,,,,,,,,
cotswold2-229664,MIDDLE BRONZE AGE,,,,,,,,,,,
cotswold2-229679,no period,,,,,,,,,,,
cotswold2-229758,POST MEDIEVAL,,,,,,,,,,,
cotswold2-229762,no period,,,,,,,,,,,
cotswold2-229792,BRONZE AGE,EARLY BRONZE AGE,LATE NEOLITHIC,ROMAN,,,,,,,,
cotswold2-229823,no period,,,,,,,,,,,
cotswold2-229850,ROMAN,,,,,,,,,,,
cotswold2-229956,20TH CENTURY,,,,,,,,,,,
cotswold2-229985,no period,,,,,,,,,,,
cotswold2-230026,no period,,,,,,,,,,,
cotswold2-230308,POST MEDIEVAL,,,,,,,,,,,
cotswold2-230598,BRONZE AGE,MEDIEVAL,,,,,,,,,,
cotswold2-230607,no period,,,,,,,,,,,
cotswold2-230619,no period,,,,,,,,,,,
cotswold2-230621,IRON AGE,ROMAN,,,,,,,,,,
cotswold2-230642,LATE IRON AGE,ROMAN,,,,,,,,,,
cotswold2-230654,ROMAN,,,,,,,,,,,
cotswold2-230675,no period,,,,,,,,,,,
cotswold2-230764,POST MEDIEVAL,,,,,,,,,,,
cotswold2-230788,ROMAN,,,,,,,,,,,
cotswold2-230815,IRON AGE,MIDDLE BRONZE AGE,ROMAN,,,,,,,,,
cotswold2-230831,UNCERTAIN,,,,,,,,,,,
cotswold2-231677,no period,,,,,,,,,,,
cotswold2-231705,no period,,,,,,,,,,,
cotswold2-232379,no period,,,,,,,,,,,
cotswold2-232395,UNCERTAIN,,,,,,,,,,,
cotswold2-232413,no period,,,,,,,,,,,
cotswold2-232424,ROMAN,,,,,,,,,,,
cotswold2-234639,EARLY IRON AGE,LATE BRONZE AGE,MEDIEVAL,,,,,,,,,
cotswold2-235014,MEDIEVAL,POST MEDIEVAL,UNCERTAIN,,,,,,,,,
cotswold2-235418,no period,,,,,,,,,,,
cotswold2-237041,BRONZE AGE,MEDIEVAL,MESOLITHIC,NEOLITHIC,,,,,,,,
cotswold2-240157,MEDIEVAL,POST MEDIEVAL,,,,,,,,,,
cotswold2-24193,no period,,,,,,,,,,,
cotswold2-243911,MEDIEVAL,POST MEDIEVAL,,,,,,,,,,
cotswold2-246395,UNCERTAIN,,,,,,,,,,,
cotswold2-249785,no period,,,,,,,,,,,
cotswold2-251473,no period,,,,,,,,,,,
cotswold2-251488,no period,,,,,,,,,,,
cotswold2-251660,no period,,,,,,,,,,,
cotswold2-252112,LATE IRON AGE,ROMAN,,,,,,,,,,
cotswold2-254153,EARLY NEOLITHIC,UNCERTAIN,,,,,,,,,,
cotswold2-254323,MEDIEVAL,,,,,,,,,,,
cotswold2-257324,MEDIEVAL,,,,,,,,,,,
cotswold2-258231,UNCERTAIN,,,,,,,,,,,
cotswold2-258479,ROMAN,UNCERTAIN,,,,,,,,,,
cotswold2-258828,POST MEDIEVAL,,,,,,,,,,,
cotswold2-258866,MIDDLE BRONZE AGE,POST MEDIEVAL,,,,,,,,,,
cotswold2-261086,IRON AGE,,,,,,,,,,,
cotswold2-261106,no period,,,,,,,,,,,
cotswold2-262068,no period,,,,,,,,,,,
cotswold2-264368,POST MEDIEVAL,,,,,,,,,,,
cotswold2-265160,no period,,,,,,,,,,,
cotswold2-269763,UNCERTAIN,,,,,,,,,,,
cotswold2-269766,no period,,,,,,,,,,,
cotswold2-270233,20TH CENTURY,POST MEDIEVAL,ROMAN,,,,,,,,,
cotswold2-270585,no period,,,,,,,,,,,
cotswold2-272564,POST MEDIEVAL,,,,,,,,,,,
cotswold2-274045,POST MEDIEVAL,,,,,,,,,,,
cotswold2-274472,no period,,,,,,,,,,,
cotswold2-275204,no period,,,,,,,,,,,
cotswold2-275344,no period,,,,,,,,,,,
cotswold2-278603,20TH CENTURY,IRON AGE,MEDIEVAL,MESOLITHIC,NEOLITHIC,POST MEDIEVAL,ROMAN,,,,,
cotswold2-278612,no period,,,,,,,,,,,
cotswold2-280465,LATE BRONZE AGE,LATE NEOLITHIC,ROMAN,,,,,,,,,
cotswold2-280470,POST MEDIEVAL,,,,,,,,,,,
cotswold2-280475,no period,,,,,,,,,,,
cotswold2-280484,no period,,,,,,,,,,,
cotswold2-280502,BRONZE AGE,ROMAN,,,,,,,,,,
cotswold2-280730,no period,,,,,,,,,,,
cotswold2-280747,UNCERTAIN,,,,,,,,,,,
cotswold2-280759,no period,,,,,,,,,,,
cotswold2-280764,POST MEDIEVAL,,,,,,,,,,,
cotswold2-280784,no period,,,,,,,,,,,
cotswold2-280794,ROMAN,,,,,,,,,,,
cotswold2-280824,20TH CENTURY,,,,,,,,,,,
cotswold2-280840,no period,,,,,,,,,,,
cotswold2-280846,MEDIEVAL,POST MEDIEVAL,,,,,,,,,,
cotswold2-280876,UNCERTAIN,,,,,,,,,,,
cotswold2-281044,ROMAN,,,,,,,,,,,
cotswold2-281049,MEDIEVAL,POST MEDIEVAL,,,,,,,,,,
cotswold2-281051,no period,,,,,,,,,,,
cotswold2-281056,LATE IRON AGE,ROMAN,,,,,,,,,,
cotswold2-281065,MIDDLE IRON AGE,POST MEDIEVAL,,,,,,,,,,
cotswold2-281083,MEDIEVAL,,,,,,,,,,,
cotswold2-281144,no period,,,,,,,,,,,
cotswold2-281192,MEDIEVAL,POST MEDIEVAL,,,,,,,,,,
cotswold2-281204,MEDIEVAL,ROMAN,,,,,,,,,,
cotswold2-281211,no period,,,,,,,,,,,
cotswold2-281218,MEDIEVAL,,,,,,,,,,,
cotswold2-281223,no period,,,,,,,,,,,
cotswold2-281233,MEDIEVAL,POST MEDIEVAL,,,,,,,,,,
cotswold2-281246,LATER PREHISTORIC,UNCERTAIN,,,,,,,,,,
cotswold2-281249,no period,,,,,,,,,,,
cotswold2-281252,ROMAN,,,,,,,,,,,
cotswold2-281255,ROMAN,,,,,,,,,,,
cotswold2-281269,no period,,,,,,,,,,,
cotswold2-281287,MEDIEVAL,UNCERTAIN,,,,,,,,,,
cotswold2-281293,ROMAN,,,,,,,,,,,
cotswold2-281300,no period,,,,,,,,,,,
cotswold2-281304,EARLY MEDIEVAL,MEDIEVAL,POST MEDIEVAL,,,,,,,,,
cotswold2-281336,MEDIEVAL,ROMAN,,,,,,,,,,
cotswold2-281379,UNCERTAIN,,,,,,,,,,,
cotswold2-281397,no period,,,,,,,,,,,
cotswold2-281402,no period,,,,,,,,,,,
cotswold2-281415,no period,,,,,,,,,,,
cotswold2-281474,MEDIEVAL,,,,,,,,,,,
cotswold2-281476,MEDIEVAL,,,,,,,,,,,
cotswold2-281479,20TH CENTURY,,,,,,,,,,,
cotswold2-281484,MEDIEVAL,POST MEDIEVAL,ROMAN,UNCERTAIN,,,,,,,,
cotswold2-281486,IRON AGE,LATER PREHISTORIC,MIDDLE BRONZE AGE,POST MEDIEVAL,ROMAN,,,,,,,
cotswold2-281491,no period,,,,,,,,,,,
cotswold2-281507,POST MEDIEVAL,,,,,,,,,,,
cotswold2-281534,no period,,,,,,,,,,,
cotswold2-281539,LATE IRON AGE,MEDIEVAL,ROMAN,,,,,,,,,
cotswold2-281545,LATER PREHISTORIC,POST MEDIEVAL,,,,,,,,,,
cotswold2-281554,POST MEDIEVAL,,,,,,,,,,,
cotswold2-281580,MEDIEVAL,,,,,,,,,,,
cotswold2-281587,no period,,,,,,,,,,,
cotswold2-281595,LATE IRON AGE,ROMAN,,,,,,,,,,
cotswold2-281624,no period,,,,,,,,,,,
cotswold2-281640,POST MEDIEVAL,,,,,,,,,,,
cotswold2-281645,EARLY BRONZE AGE,EARLY MESOLITHIC,EARLY NEOLITHIC,,,,,,,,,
cotswold2-281647,LATE IRON AGE,ROMAN,,,,,,,,,,
cotswold2-281651,20TH CENTURY,,,,,,,,,,,
cotswold2-281656,UNCERTAIN,,,,,,,,,,,
cotswold2-281675,no period,,,,,,,,,,,
cotswold2-281693,no period,,,,,,,,,,,
cotswold2-281706,UNCERTAIN,,,,,,,,,,,
cotswold2-281710,20TH CENTURY,,,,,,,,,,,
cotswold2-281711,no period,,,,,,,,,,,
cotswold2-281716,no period,,,,,,,,,,,
cotswold2-281719,ROMAN,,,,,,,,,,,
cotswold2-281737,MEDIEVAL,,,,,,,,,,,
cotswold2-281738,ROMAN,,,,,,,,,,,
cotswold2-281759,POST MEDIEVAL,,,,,,,,,,,
cotswold2-281761,no period,,,,,,,,,,,
cotswold2-281775,no period,,,,,,,,,,,
cotswold2-281780,no period,,,,,,,,,,,
cotswold2-281782,ROMAN,,,,,,,,,,,
cotswold2-281799,no period,,,,,,,,,,,
cotswold2-281808,no period,,,,,,,,,,,
cotswold2-281813,LATE BRONZE AGE,,,,,,,,,,,
cotswold2-281825,no period,,,,,,,,,,,
cotswold2-281835,no period,,,,,,,,,,,
cotswold2-281846,no period,,,,,,,,,,,
cotswold2-281861,MEDIEVAL,MIDDLE BRONZE AGE,,,,,,,,,,
cotswold2-281881,no period,,,,,,,,,,,
cotswold2-281920,no period,,,,,,,,,,,
cotswold2-281942,IRON AGE,ROMAN,,,,,,,,,,
cotswold2-281989,no period,,,,,,,,,,,
cotswold2-281992,POST MEDIEVAL,,,,,,,,,,,
cotswold2-282034,no period,,,,,,,,,,,
cotswold2-282036,POST MEDIEVAL,,,,,,,,,,,
cotswold2-282042,no period,,,,,,,,,,,
cotswold2-282050,no period,,,,,,,,,,,
cotswold2-282064,no period,,,,,,,,,,,
cotswold2-282066,BRONZE AGE,ROMAN,,,,,,,,,,
cotswold2-282087,NEOLITHIC,,,,,,,,,,,
cotswold2-282091,IRON AGE,MIDDLE BRONZE AGE,ROMAN,,,,,,,,,
cotswold2-282103,MEDIEVAL,POST MEDIEVAL,ROMAN,,,,,,,,,
cotswold2-282146,no period,,,,,,,,,,,
cotswold2-282148,EARLY NEOLITHIC,EARLY PREHISTORIC,POST MEDIEVAL,,,,,,,,,
cotswold2-282149,EARLY MEDIEVAL,,,,,,,,,,,
cotswold2-282156,POST MEDIEVAL,,,,,,,,,,,
cotswold2-282161,no period,,,,,,,,,,,
cotswold2-282187,no period,,,,,,,,,,,
cotswold2-282222,EARLY NEOLITHIC,LATER PREHISTORIC,ROMAN,,,,,,,,,
cotswold2-282238,MEDIEVAL,ROMAN,,,,,,,,,,
cotswold2-282244,POST MEDIEVAL,ROMAN,,,,,,,,,,
cotswold2-282490,POST MEDIEVAL,,,,,,,,,,,
cotswold2-282494,LATE IRON AGE,ROMAN,,,,,,,,,,
cotswold2-282516,ROMAN,,,,,,,,,,,
cotswold2-282520,POST MEDIEVAL,,,,,,,,,,,
cotswold2-282524,POST MEDIEVAL,,,,,,,,,,,
cotswold2-282554,MEDIEVAL,POST MEDIEVAL,,,,,,,,,,
cotswold2-282558,no period,,,,,,,,,,,
cotswold2-282568,no period,,,,,,,,,,,
cotswold2-282576,no period,,,,,,,,,,,
cotswold2-282579,no period,,,,,,,,,,,
cotswold2-282601,MEDIEVAL,UNCERTAIN,,,,,,,,,,
cotswold2-282608,POST MEDIEVAL,,,,,,,,,,,
cotswold2-282612,POST MEDIEVAL,,,,,,,,,,,
cotswold2-282631,no period,,,,,,,,,,,
cotswold2-282634,no period,,,,,,,,,,,
cotswold2-282645,IRON AGE,,,,,,,,,,,
cotswold2-282649,ROMAN,,,,,,,,,,,
cotswold2-282652,no period,,,,,,,,,,,
cotswold2-282663,MEDIEVAL,POST MEDIEVAL,,,,,,,,,,
cotswold2-282664,no period,,,,,,,,,,,
cotswold2-282680,MEDIEVAL,,,,,,,,,,,
cotswold2-282683,MEDIEVAL,,,,,,,,,,,
cotswold2-282692,20TH CENTURY,,,,,,,,,,,
cotswold2-282698,LATER PREHISTORIC,MEDIEVAL,ROMAN,,,,,,,,,
cotswold2-282705,LATER PREHISTORIC,MEDIEVAL,POST MEDIEVAL,,,,,,,,,
cotswold2-282782,no period,,,,,,,,,,,
cotswold2-282790,MEDIEVAL,POST MEDIEVAL,ROMAN,,,,,,,,,
cotswold2-282793,no period,,,,,,,,,,,
cotswold2-282920,LATER PREHISTORIC,MEDIEVAL,POST MEDIEVAL,ROMAN,,,,,,,,
cotswold2-282985,no period,,,,,,,,,,,
cotswold2-283008,UNCERTAIN,,,,,,,,,,,
cotswold2-283112,UNCERTAIN,,,,,,,,,,,
cotswold2-283115,MEDIEVAL,POST MEDIEVAL,,,,,,,,,,
cotswold2-283128,MEDIEVAL,POST MEDIEVAL,,,,,,,,,,
cotswold2-283133,MIDDLE IRON AGE,UNCERTAIN,,,,,,,,,,
cotswold2-283136,MIDDLE IRON AGE,,,,,,,,,,,
cotswold2-283142,no period,,,,,,,,,,,
cotswold2-283143,UNCERTAIN,,,,,,,,,,,
cotswold2-283154,no period,,,,,,,,,,,
cotswold2-283158,LATER PREHISTORIC,ROMAN,,,,,,,,,,
cotswold2-283164,no period,,,,,,,,,,,
cotswold2-283222,no period,,,,,,,,,,,
cotswold2-283253,no period,,,,,,,,,,,
cotswold2-283265,no period,,,,,,,,,,,
cotswold2-283276,LATE IRON AGE,ROMAN,,,,,,,,,,
cotswold2-283331,LATER PREHISTORIC,MEDIEVAL,,,,,,,,,,
cotswold2-286722,EARLY PREHISTORIC,LATER PREHISTORIC,MEDIEVAL,POST MEDIEVAL,,,,,,,,
cotswold2-286891,POST MEDIEVAL,,,,,,,,,,,
cotswold2-286895,BRONZE AGE,,,,,,,,,,,
cotswold2-286908,POST MEDIEVAL,,,,,,,,,,,
cotswold2-287173,20TH CENTURY,,,,,,,,,,,
cotswold2-287293,IRON AGE,,,,,,,,,,,
cotswold2-287323,MEDIEVAL,POST MEDIEVAL,,,,,,,,,,
cotswold2-287805,POST MEDIEVAL,,,,,,,,,,,
cotswold2-287821,no period,,,,,,,,,,,
cotswold2-288067,20TH CENTURY,,,,,,,,,,,
cotswold2-288088,MEDIEVAL,,,,,,,,,,,
cotswold2-289289,no period,,,,,,,,,,,
cotswold2-289296,POST MEDIEVAL,,,,,,,,,,,
cotswold2-289305,BRONZE AGE,,,,,,,,,,,
cotswold2-289313,no period,,,,,,,,,,,
cotswold2-289337,no period,,,,,,,,,,,
cotswold2-289360,ROMAN,,,,,,,,,,,
cotswold2-289407,EARLY BRONZE AGE,,,,,,,,,,,
cotswold2-289415,MEDIEVAL,,,,,,,,,,,
cotswold2-289417,LATER PREHISTORIC,MEDIEVAL,,,,,,,,,,
cotswold2-289428,LATER PREHISTORIC,MEDIEVAL,,,,,,,,,,
cotswold2-289433,MEDIEVAL,,,,,,,,,,,
cotswold2-289438,MEDIEVAL,POST MEDIEVAL,ROMAN,,,,,,,,,
cotswold2-289440,MEDIEVAL,UNCERTAIN,,,,,,,,,,
cotswold2-289497,POST MEDIEVAL,,,,,,,,,,,
cotswold2-289519,POST MEDIEVAL,,,,,,,,,,,
cotswold2-289525,MEDIEVAL,POST MEDIEVAL,,,,,,,,,,
cotswold2-289528,MEDIEVAL,,,,,,,,,,,
cotswold2-289538,MEDIEVAL,UNCERTAIN,,,,,,,,,,
cotswold2-289545,BRONZE AGE,EARLY BRONZE AGE,MESOLITHIC,,,,,,,,,
cotswold2-289550,IRON AGE,MEDIEVAL,POST MEDIEVAL,,,,,,,,,
cotswold2-289553,UNCERTAIN,,,,,,,,,,,
cotswold2-289554,no period,,,,,,,,,,,
cotswold2-291108,POST MEDIEVAL,,,,,,,,,,,
cotswold2-292356,no period,,,,,,,,,,,
cotswold2-292370,no period,,,,,,,,,,,
cotswold2-29270,IRON AGE,,,,,,,,,,,
cotswold2-292825,no period,,,,,,,,,,,
cotswold2-293913,MEDIEVAL,,,,,,,,,,,
cotswold2-293946,no period,,,,,,,,,,,
cotswold2-294019,no period,,,,,,,,,,,
cotswold2-295466,ROMAN,,,,,,,,,,,
cotswold2-295644,no period,,,,,,,,,,,
cotswold2-298557,BRONZE AGE,ROMAN,,,,,,,,,,
cotswold2-298573,20TH CENTURY,POST MEDIEVAL,,,,,,,,,,
cotswold2-298891,no period,,,,,,,,,,,
cotswold2-298913,POST MEDIEVAL,,,,,,,,,,,
cotswold2-298914,LATER PREHISTORIC,MEDIEVAL,ROMAN,,,,,,,,,
cotswold2-298931,MEDIEVAL,POST MEDIEVAL,,,,,,,,,,
cotswold2-298936,no period,,,,,,,,,,,
cotswold2-298961,POST MEDIEVAL,,,,,,,,,,,
cotswold2-298967,POST MEDIEVAL,ROMAN,,,,,,,,,,
cotswold2-298988,POST MEDIEVAL,,,,,,,,,,,
cotswold2-298996,no period,,,,,,,,,,,
cotswold2-299197,no period,,,,,,,,,,,
cotswold2-299214,no period,,,,,,,,,,,
cotswold2-299256,UNCERTAIN,,,,,,,,,,,
cotswold2-299283,no period,,,,,,,,,,,
cotswold2-299292,no period,,,,,,,,,,,
cotswold2-299347,no period,,,,,,,,,,,
cotswold2-299396,POST MEDIEVAL,,,,,,,,,,,
cotswold2-299403,no period,,,,,,,,,,,
cotswold2-305006,NEOLITHIC,,,,,,,,,,,
cotswold2-305778,BRONZE AGE,,,,,,,,,,,
cotswold2-305783,POST MEDIEVAL,UNCERTAIN,,,,,,,,,,
cotswold2-305790,EARLY MEDIEVAL,LATE NEOLITHIC,,,,,,,,,,
cotswold2-305869,UNCERTAIN,,,,,,,,,,,
cotswold2-305887,no period,,,,,,,,,,,
cotswold2-306234,ROMAN,,,,,,,,,,,
cotswold2-306265,EARLY MEDIEVAL,POST MEDIEVAL,,,,,,,,,,
cotswold2-306278,no period,,,,,,,,,,,
cotswold2-306390,MESOLITHIC,ROMAN,,,,,,,,,,
cotswold2-306816,LATE IRON AGE,ROMAN,,,,,,,,,,
cotswold2-306902,no period,,,,,,,,,,,
cotswold2-307075,MEDIEVAL,ROMAN,,,,,,,,,,
cotswold2-307212,POST MEDIEVAL,,,,,,,,,,,
cotswold2-307218,no period,,,,,,,,,,,
cotswold2-307230,ROMAN,,,,,,,,,,,
cotswold2-307256,no period,,,,,,,,,,,
cotswold2-308219,LATER PREHISTORIC,UNCERTAIN,,,,,,,,,,
cotswold2-308222,no period,,,,,,,,,,,
cotswold2-308252,ROMAN,,,,,,,,,,,
cotswold2-308255,MEDIEVAL,,,,,,,,,,,
cotswold2-308286,EARLY MEDIEVAL,MEDIEVAL,ROMAN,,,,,,,,,
cotswold2-308904,no period,,,,,,,,,,,
cotswold2-310663,MEDIEVAL,POST MEDIEVAL,,,,,,,,,,
cotswold2-310670,MEDIEVAL,,,,,,,,,,,
cotswold2-310683,MEDIEVAL,,,,,,,,,,,
cotswold2-310690,MEDIEVAL,POST MEDIEVAL,,,,,,,,,,
cotswold2-310697,no period,,,,,,,,,,,
cotswold2-310702,POST MEDIEVAL,,,,,,,,,,,
cotswold2-310706,MEDIEVAL,,,,,,,,,,,
cotswold2-311128,no period,,,,,,,,,,,
cotswold2-311129,MEDIEVAL,,,,,,,,,,,
cotswold2-311166,ROMAN,,,,,,,,,,,
cotswold2-312231,no period,,,,,,,,,,,
cotswold2-312415,no period,,,,,,,,,,,
cotswold2-313741,POST MEDIEVAL,,,,,,,,,,,
cotswold2-313848,no period,,,,,,,,,,,
cotswold2-314220,POST MEDIEVAL,,,,,,,,,,,
cotswold2-314252,MEDIEVAL,POST MEDIEVAL,,,,,,,,,,
cotswold2-314271,MEDIEVAL,POST MEDIEVAL,,,,,,,,,,
cotswold2-314276,POST MEDIEVAL,,,,,,,,,,,
cotswold2-314515,no period,,,,,,,,,,,
cotswold2-314521,no period,,,,,,,,,,,
cotswold2-314704,MEDIEVAL,ROMAN,,,,,,,,,,
cotswold2-315657,EARLY BRONZE AGE,IRON AGE,,,,,,,,,,
cotswold2-315711,no period,,,,,,,,,,,
cotswold2-315790,no period,,,,,,,,,,,
cotswold2-315792,POST MEDIEVAL,,,,,,,,,,,
cotswold2-315793,no period,,,,,,,,,,,
cotswold2-315795,EARLY BRONZE AGE,EARLY IRON AGE,LATER PREHISTORIC,MIDDLE BRONZE AGE,,,,,,,,
cotswold2-315797,LATER PREHISTORIC,,,,,,,,,,,
cotswold2-315801,no period,,,,,,,,,,,
cotswold2-315803,no period,,,,,,,,,,,
cotswold2-315814,no period,,,,,,,,,,,
cotswold2-316370,MEDIEVAL,,,,,,,,,,,
cotswold2-316620,BRONZE AGE,,,,,,,,,,,
cotswold2-316730,EARLY NEOLITHIC,ROMAN,,,,,,,,,,
cotswold2-316757,UNCERTAIN,,,,,,,,,,,
cotswold2-316775,POST MEDIEVAL,,,,,,,,,,,
cotswold2-317899,POST MEDIEVAL,,,,,,,,,,,
cotswold2-320429,POST MEDIEVAL,,,,,,,,,,,
cotswold2-320453,UNCERTAIN,,,,,,,,,,,
cotswold2-322172,POST MEDIEVAL,,,,,,,,,,,
cotswold2-322200,POST MEDIEVAL,,,,,,,,,,,
cotswold2-322209,EARLY PREHISTORIC,LATE IRON AGE,LATER PREHISTORIC,POST MEDIEVAL,ROMAN,,,,,,,
cotswold2-322464,no period,,,,,,,,,,,
cotswold2-322692,no period,,,,,,,,,,,
cotswold2-323449,ROMAN,UNCERTAIN,,,,,,,,,,
cotswold2-324831,ROMAN,,,,,,,,,,,
cotswold2-324901,no period,,,,,,,,,,,
cotswold2-325507,20TH CENTURY,,,,,,,,,,,
cotswold2-327011,POST MEDIEVAL,,,,,,,,,,,
cotswold2-33414,POST MEDIEVAL,,,,,,,,,,,
cotswold2-33423,no period,,,,,,,,,,,
cotswold2-36014,no period,,,,,,,,,,,
cotswold2-36041,POST MEDIEVAL,UNCERTAIN,,,,,,,,,,
cotswold2-36085,no period,,,,,,,,,,,
cotswold2-36122,UNCERTAIN,,,,,,,,,,,
cotswold2-36194,no period,,,,,,,,,,,
cotswold2-36319,no period,,,,,,,,,,,
cotswold2-36867,no period,,,,,,,,,,,
cotswold2-36872,no period,,,,,,,,,,,
cotswold2-37134,no period,,,,,,,,,,,
cotswold2-37140,no period,,,,,,,,,,,
cotswold2-37835,UNCERTAIN,,,,,,,,,,,
cotswold2-37890,BRONZE AGE,,,,,,,,,,,
cotswold2-38301,no period,,,,,,,,,,,
cotswold2-38750,no period,,,,,,,,,,,
cotswold2-39297,no period,,,,,,,,,,,
cotswold2-39825,no period,,,,,,,,,,,
cotswold2-40028,no period,,,,,,,,,,,
cotswold2-40030,MEDIEVAL,,,,,,,,,,,
cotswold2-40180,EARLY MEDIEVAL,,,,,,,,,,,
cotswold2-40363,no period,,,,,,,,,,,
cotswold2-40469,no period,,,,,,,,,,,
cotswold2-40482,no period,,,,,,,,,,,
cotswold2-40932,no period,,,,,,,,,,,
cotswold2-41127,no period,,,,,,,,,,,
cotswold2-41152,no period,,,,,,,,,,,
cotswold2-41539,no period,,,,,,,,,,,
cotswold2-41646,20TH CENTURY,POST MEDIEVAL,UNCERTAIN,,,,,,,,,
cotswold2-41777,no period,,,,,,,,,,,
cotswold2-41875,no period,,,,,,,,,,,
cotswold2-42742,no period,,,,,,,,,,,
cotswold2-42957,no period,,,,,,,,,,,
cotswold2-43595,no period,,,,,,,,,,,
cotswold2-44524,no period,,,,,,,,,,,
cotswold2-45327,no period,,,,,,,,,,,
cotswold2-45766,no period,,,,,,,,,,,
cotswold2-45835,no period,,,,,,,,,,,
cotswold2-45886,no period,,,,,,,,,,,
cotswold2-45896,POST MEDIEVAL,,,,,,,,,,,
cotswold2-46435,no period,,,,,,,,,,,
cotswold2-46781,no period,,,,,,,,,,,
cotswold2-46928,no period,,,,,,,,,,,
cotswold2-47009,no period,,,,,,,,,,,
cotswold2-47011,IRON AGE,ROMAN,,,,,,,,,,
cotswold2-47247,BRONZE AGE,IRON AGE,MIDDLE BRONZE AGE,ROMAN,,,,,,,,
cotswold2-47419,no period,,,,,,,,,,,
cotswold2-47459,no period,,,,,,,,,,,
cotswold2-48730,no period,,,,,,,,,,,
cotswold2-49679,no period,,,,,,,,,,,
cotswold2-49741,no period,,,,,,,,,,,
cotswold2-49743,no period,,,,,,,,,,,
cotswold2-49746,no period,,,,,,,,,,,
cotswold2-50213,no period,,,,,,,,,,,
cotswold2-50319,no period,,,,,,,,,,,
cotswold2-50565,LATE IRON AGE,LATER PREHISTORIC,MEDIEVAL,POST MEDIEVAL,ROMAN,,,,,,,
cotswold2-50849,no period,,,,,,,,,,,
cotswold2-51328,no period,,,,,,,,,,,
cotswold2-51532,no period,,,,,,,,,,,
cotswold2-52229,UNCERTAIN,,,,,,,,,,,
cotswold2-52320,POST MEDIEVAL,,,,,,,,,,,
cotswold2-52432,20TH CENTURY,,,,,,,,,,,
cotswold2-52461,ROMAN,,,,,,,,,,,
cotswold2-52463,no period,,,,,,,,,,,
cotswold2-52680,MEDIEVAL,,,,,,,,,,,
cotswold2-52685,no period,,,,,,,,,,,
cotswold2-52773,no period,,,,,,,,,,,
cotswold2-52774,no period,,,,,,,,,,,
cotswold2-52837,ROMAN,,,,,,,,,,,
cotswold2-52851,no period,,,,,,,,,,,
cotswold2-53118,UNCERTAIN,,,,,,,,,,,
cotswold2-53508,no period,,,,,,,,,,,
cotswold2-54083,no period,,,,,,,,,,,
cotswold2-54231,no period,,,,,,,,,,,
cotswold2-54235,ROMAN,,,,,,,,,,,
cotswold2-54436,MEDIEVAL,POST MEDIEVAL,,,,,,,,,,
cotswold2-54438,IRON AGE,ROMAN,,,,,,,,,,
cotswold2-54475,no period,,,,,,,,,,,
